date,open,high,low,close,volume,dividend,split
2016-06-10,4513.0,4514.25,4446.25,4465.75,236706.0,0,1
2016-06-12,,,,,,0,1
2016-06-13,4458.75,4461.75,4419.25,4426.25,141333.0,0,1
2016-06-14,4419.25,4440.5,4391.75,4425.25,115256.0,0,1
2016-06-15,4424.0,4444.0,4404.25,4412.75,94710.0,0,1
2016-06-16,4409.75,4429.0,4361.0,4424.75,68451.0,0,1
2016-06-17,4423.25,4439.5,4410.0,4417.25,49749.0,0,1
2016-06-19,,,,,,0,1
2016-06-20,4383.0,4436.75,4383.0,4390.0,250757.0,0,1
2016-06-21,4398.5,4415.75,4388.25,4400.25,195423.0,0,1
2016-06-22,4397.25,4434.0,4391.0,4394.5,194521.0,0,1
2016-06-23,4409.75,4479.25,4408.0,4462.5,190665.0,0,1
2016-06-24,4482.75,4494.0,4234.5,4262.25,194791.0,0,1
2016-06-26,,,,,,0,1
2016-06-27,4250.0,4267.75,4167.75,4178.0,497350.0,0,1
2016-06-28,4176.25,4284.5,4176.0,4281.0,413249.0,0,1
2016-06-29,4281.25,4380.0,4268.25,4362.75,258268.0,0,1
2016-06-30,4375.0,4410.5,4338.5,4407.0,260013.0,0,1
2016-07-01,4397.0,4446.25,4386.25,4433.25,242965.0,0,1
2016-07-03,,,,,,0,1
2016-07-05,4438.75,4451.5,4377.5,4404.0,176656.0,0,1
2016-07-06,4406.0,4440.5,4365.75,4439.5,200656.0,0,1
2016-07-07,4434.75,4461.25,4427.5,4452.25,253791.0,0,1
2016-07-08,4451.75,4523.25,4439.75,4517.25,184871.0,0,1
2016-07-10,,,,,,0,1
2016-07-11,4519.5,4563.5,4515.75,4549.5,234625.0,0,1
2016-07-12,4552.75,4582.0,4546.75,4569.75,182422.0,0,1
2016-07-13,4571.75,4584.5,4558.5,4561.25,190097.0,0,1
2016-07-14,4561.0,4608.25,4553.5,4590.0,190027.0,0,1
2016-07-15,4585.0,4603.5,4550.25,4579.25,191874.0,0,1
2016-07-17,,,,,,0,1
2016-07-18,4580.0,4621.75,4577.0,4608.25,171716.0,0,1
2016-07-19,4609.5,4611.25,4588.25,4606.5,183261.0,0,1
2016-07-20,4609.0,4659.0,4597.75,4650.5,165175.0,0,1
2016-07-21,4654.0,4662.25,4626.75,4638.25,182311.0,0,1
2016-07-22,4638.5,4664.5,4628.5,4657.25,181960.0,0,1
2016-07-24,,,,,,0,1
2016-07-25,4659.25,4669.5,4643.5,4653.75,152974.0,0,1
2016-07-26,4658.5,4688.25,4641.0,4663.75,146154.0,0,1
2016-07-27,4691.25,4714.0,4676.75,4707.75,209762.0,0,1
2016-07-28,4710.25,4732.0,4689.5,4719.75,230410.0,0,1
2016-07-29,4731.75,4736.5,4709.0,4726.75,220001.0,0,1
2016-07-31,,,,,,0,1
2016-08-01,4737.5,4760.25,4721.0,4744.5,207360.0,0,1
2016-08-02,4749.25,4759.5,4681.75,4714.25,199516.0,0,1
2016-08-03,4713.25,4729.25,4698.0,4728.25,261263.0,0,1
2016-08-04,4726.5,4747.0,4715.0,4743.75,170596.0,0,1
2016-08-05,4745.0,4797.75,4742.5,4783.0,167881.0,0,1
2016-08-07,,,,,,0,1
2016-08-08,4784.75,4800.75,4766.25,4779.25,180947.0,0,1
2016-08-09,4780.5,4807.75,4777.5,4791.75,132186.0,0,1
2016-08-10,4793.5,4800.25,4767.25,4781.5,134336.0,0,1
2016-08-11,4782.25,4811.0,4775.75,4800.0,141495.0,0,1
2016-08-12,4800.0,4806.75,4787.0,4804.25,147601.0,0,1
2016-08-14,,,,,,0,1
2016-08-15,4806.75,4835.25,4805.0,4822.75,131960.0,0,1
2016-08-16,4822.75,4824.5,4796.5,4798.5,130170.0,0,1
2016-08-17,4800.75,4809.75,4772.0,4804.0,156061.0,0,1
2016-08-18,4808.25,4814.0,4792.75,4808.5,197778.0,0,1
2016-08-19,4808.0,4816.75,4785.0,4807.0,149002.0,0,1
2016-08-21,,,,,,0,1
2016-08-22,4809.25,4818.0,4789.5,4811.75,194623.0,0,1
2016-08-23,4809.25,4836.75,4807.75,4817.0,196397.0,0,1
2016-08-24,4818.5,4823.5,4770.75,4786.25,160448.0,0,1
2016-08-25,4786.5,4794.0,4768.25,4782.25,190472.0,0,1
2016-08-26,4783.5,4817.5,4757.25,4785.75,194394.0,0,1
2016-08-28,,,,,,0,1
2016-08-29,4786.0,4805.75,4774.0,4793.25,281261.0,0,1
2016-08-30,4795.0,4798.5,4759.75,4776.0,146925.0,0,1
2016-08-31,4778.25,4779.25,4751.5,4773.75,186259.0,0,1
2016-09-01,4774.0,4795.25,4749.5,4777.5,198477.0,0,1
2016-09-02,4777.5,4817.75,4774.25,4795.25,248348.0,0,1
2016-09-04,,,,,,0,1
2016-09-06,4801.25,4831.5,4782.25,4827.5,227919.0,0,1
2016-09-07,4830.25,4839.5,4812.5,4828.75,208188.0,0,1
2016-09-08,4827.75,4837.0,4789.5,4796.0,193455.0,0,1
2016-09-09,4796.0,4798.0,4665.0,4671.0,251333.0,0,1
2016-09-11,,,,,,0,1
2016-09-12,4671.0,4772.0,4629.0,4766.75,265154.0,0,1
2016-09-13,4763.25,4764.75,4699.25,4727.75,178342.0,0,1
2016-09-14,4732.75,4771.0,4724.0,4732.5,142822.0,0,1
2016-09-15,4734.0,4826.75,4720.5,4817.75,77624.0,0,1
2016-09-16,4813.25,4828.75,4799.0,4817.0,61726.0,0,1
2016-09-18,,,,,,0,1
2016-09-19,4814.75,4841.75,4782.5,4794.25,285889.0,0,1
2016-09-20,4796.75,4820.5,4790.0,4798.5,235031.0,0,1
2016-09-21,4800.0,4854.5,4788.5,4850.0,195027.0,0,1
2016-09-22,4849.0,4892.25,4842.75,4886.25,291231.0,0,1
2016-09-23,4887.25,4889.75,4848.25,4856.5,196512.0,0,1
2016-09-25,,,,,,0,1
2016-09-26,4852.0,4859.5,4807.5,4815.0,197323.0,0,1
2016-09-27,4813.75,4864.5,4800.75,4860.75,209587.0,0,1
2016-09-28,4857.5,4873.25,4844.75,4868.25,227156.0,0,1
2016-09-29,4866.75,4876.5,4812.5,4844.25,208679.0,0,1
2016-09-30,4839.25,4885.5,4811.75,4870.25,306337.0,0,1
2016-10-02,,,,,,0,1
2016-10-03,4867.25,4879.5,4842.75,4865.75,248154.0,0,1
2016-10-04,4866.75,4888.0,4836.25,4857.5,177125.0,0,1
2016-10-05,4856.5,4888.5,4849.25,4873.5,276978.0,0,1
2016-10-06,4874.0,4881.0,4845.5,4872.0,182962.0,0,1
2016-10-07,4870.25,4883.75,4834.75,4859.0,187196.0,0,1
2016-10-09,,,,,,0,1
2016-10-11,4892.0,4897.25,4798.0,4827.0,159238.0,0,1
2016-10-12,4822.25,4842.0,4800.25,4813.5,316603.0,0,1
2016-10-13,4804.75,4813.0,4754.5,4796.0,234222.0,0,1
2016-10-14,4796.0,4841.0,4786.25,4804.25,297938.0,0,1
2016-10-16,,,,,,0,1
2016-10-17,4803.5,4810.5,4781.0,4803.25,237878.0,0,1
2016-10-18,4802.25,4856.75,4799.75,4827.0,179668.0,0,1
2016-10-19,4823.75,4840.25,4811.0,4830.25,205551.0,0,1
2016-10-20,4828.25,4847.25,4798.75,4843.75,148339.0,0,1
2016-10-21,4844.25,4849.0,4814.75,4843.25,248117.0,0,1
2016-10-23,,,,,,0,1
2016-10-24,4847.25,4908.75,4842.75,4902.75,188661.0,0,1
2016-10-25,4906.25,4919.5,4873.5,4886.0,182257.0,0,1
2016-10-26,4874.0,4881.75,4839.5,4853.75,184984.0,0,1
2016-10-27,4852.0,4880.25,4804.25,4807.0,234117.0,0,1
2016-10-28,4818.25,4843.25,4786.5,4806.0,261342.0,0,1
2016-10-30,,,,,,0,1
2016-10-31,4795.25,4830.0,4788.25,4796.75,325145.0,0,1
2016-11-01,4802.75,4817.0,4718.75,4757.25,199169.0,0,1
2016-11-02,4754.5,4768.5,4708.25,4716.75,307806.0,0,1
2016-11-03,4700.0,4729.5,4668.25,4674.5,300313.0,0,1
2016-11-04,4671.25,4695.5,4651.25,4657.75,280599.0,0,1
2016-11-06,,,,,,0,1
2016-11-07,4709.75,4781.75,4709.75,4775.75,264048.0,0,1
2016-11-08,4777.5,4822.5,4752.75,4802.25,223773.0,0,1
2016-11-09,4807.25,4837.5,4558.5,4820.5,219987.0,0,1
2016-11-10,4817.5,4879.75,4679.25,4743.75,719499.0,0,1
2016-11-13,,,,,,0,1
2016-11-14,4753.0,4784.5,4672.75,4694.5,324940.0,0,1
2016-11-15,4692.75,4779.25,4688.0,4766.0,285041.0,0,1
2016-11-16,4765.0,4794.75,4736.25,4783.25,238486.0,0,1
2016-11-17,4781.5,4831.5,4778.0,4828.5,195711.0,0,1
2016-11-18,4828.75,4840.5,4803.0,4808.5,190166.0,0,1
2016-11-20,,,,,,0,1
2016-11-21,4813.5,4862.0,4803.25,4854.0,168797.0,0,1
2016-11-22,4858.0,4884.75,4857.0,4874.75,167542.0,0,1
2016-11-23,4877.25,4882.5,4830.25,4849.5,157465.0,0,1
2016-11-25,4850.5,4870.0,4839.5,4868.5,159650.0,0,1
2016-11-27,,,,,,0,1
2016-11-28,4864.25,4879.75,4842.75,4861.0,75485.0,0,1
2016-11-29,4861.0,4897.75,4847.5,4875.0,143185.0,0,1
2016-11-30,4872.5,4885.5,4812.5,4816.0,175916.0,0,1
2016-12-01,4819.0,4827.5,4722.75,4736.5,231494.0,0,1
2016-12-02,4735.5,4759.0,4707.25,4738.5,291375.0,0,1
2016-12-04,,,,,,0,1
2016-12-05,4719.0,4795.75,4701.5,4780.5,235325.0,0,1
2016-12-06,4780.75,4796.5,4767.75,4786.75,207428.0,0,1
2016-12-07,4788.75,4854.75,4763.5,4841.75,185123.0,0,1
2016-12-08,4844.5,4869.5,4836.0,4863.0,232690.0,0,1
2016-12-09,4861.25,4897.5,4852.5,4893.75,225777.0,0,1
2016-12-11,,,,,,0,1
2016-12-12,4899.0,4917.0,4852.5,4867.75,133170.0,0,1
2016-12-13,4867.0,4962.0,4861.5,4937.75,124198.0,0,1
2016-12-14,4939.5,4956.5,4910.25,4931.75,131855.0,0,1
2016-12-15,4928.5,4960.75,4917.5,4934.5,74019.0,0,1
2016-12-16,4938.0,4948.25,4930.25,4943.5,48306.0,0,1
2016-12-18,,,,,,0,1
2016-12-19,4915.75,4966.25,4912.5,4938.75,185358.0,0,1
2016-12-20,4939.5,4963.25,4938.5,4956.0,146138.0,0,1
2016-12-21,4956.0,4960.0,4939.25,4949.5,109979.0,0,1
2016-12-22,4948.0,4953.0,4917.0,4936.5,90653.0,0,1
2016-12-23,4933.75,4943.75,4922.75,4942.25,110522.0,0,1
2016-12-25,,,,,,0,1
2016-12-27,4942.0,4994.5,4940.0,4961.25,69061.0,0,1
2016-12-28,4961.25,4979.25,4920.25,4923.75,100365.0,0,1
2016-12-29,4923.75,4933.5,4901.25,4918.5,136664.0,0,1
2016-12-30,4920.5,4940.0,4850.0,4864.0,121556.0,0,1
2017-01-01,,,,,,0,1
2017-01-03,4876.75,4927.5,4876.75,4906.25,197659.0,0,1
2017-01-04,4906.5,4942.5,4903.0,4933.5,215983.0,0,1
2017-01-05,4934.75,4964.25,4920.5,4962.0,171952.0,0,1
2017-01-06,4962.5,5017.5,4952.5,5004.0,169565.0,0,1
2017-01-08,,,,,,0,1
2017-01-09,5004.5,5029.5,5002.5,5022.0,183315.0,0,1
2017-01-10,5022.0,5047.0,5007.25,5031.25,148112.0,0,1
2017-01-11,5032.75,5048.25,5007.5,5046.5,153774.0,0,1
2017-01-12,5044.5,5044.75,4990.25,5034.75,218752.0,0,1
2017-01-13,5035.25,5063.25,5035.25,5061.25,212324.0,0,1
2017-01-15,,,,,,0,1
2017-01-17,5056.25,5059.0,5025.0,5040.25,136613.0,0,1
2017-01-18,5040.5,5057.25,5034.0,5054.5,198098.0,0,1
2017-01-19,5053.25,5074.75,5036.5,5053.5,159690.0,0,1
2017-01-20,5055.5,5083.0,5044.75,5058.25,185603.0,0,1
2017-01-22,,,,,,0,1
2017-01-23,5059.0,5069.75,5030.25,5063.5,216184.0,0,1
2017-01-24,5063.75,5104.0,5060.0,5096.25,181150.0,0,1
2017-01-25,5100.0,5150.0,5099.75,5146.5,141578.0,0,1
2017-01-26,5148.25,5168.5,5141.75,5147.75,153214.0,0,1
2017-01-27,5144.25,5167.5,5139.25,5162.5,173375.0,0,1
2017-01-29,,,,,,0,1
2017-01-30,5146.25,5154.5,5094.5,5124.5,138335.0,0,1
2017-01-31,5123.5,5135.0,5083.25,5112.75,249340.0,0,1
2017-02-01,5132.0,5158.25,5123.0,5148.5,214696.0,0,1
2017-02-02,5147.75,5157.5,5119.5,5131.0,237364.0,0,1
2017-02-03,5129.5,5162.25,5119.75,5155.0,209875.0,0,1
2017-02-05,,,,,,0,1
2017-02-06,5157.25,5163.5,5140.25,5157.75,181444.0,0,1
2017-02-07,5157.0,5192.0,5154.25,5176.75,145402.0,0,1
2017-02-08,5175.0,5197.0,5163.5,5191.25,164423.0,0,1
2017-02-09,5189.75,5219.25,5186.25,5212.25,166260.0,0,1
2017-02-10,5211.25,5232.5,5209.75,5226.75,157897.0,0,1
2017-02-12,,,,,,0,1
2017-02-13,5229.25,5261.5,5226.75,5259.25,147032.0,0,1
2017-02-14,5259.25,5278.0,5239.75,5276.0,144520.0,0,1
2017-02-15,5274.5,5313.5,5265.25,5310.0,166904.0,0,1
2017-02-16,5313.0,5317.0,5288.5,5300.5,168262.0,0,1
2017-02-17,5300.25,5328.75,5286.75,5325.75,209931.0,0,1
2017-02-19,,,,,,0,1
2017-02-21,5323.5,5353.75,5320.5,5343.75,170805.0,0,1
2017-02-22,5345.5,5355.5,5336.25,5351.0,192758.0,0,1
2017-02-23,5352.5,5361.25,5310.75,5332.0,156582.0,0,1
2017-02-24,5329.25,5344.5,5299.0,5343.25,240394.0,0,1
2017-02-26,,,,,,0,1
2017-02-27,5340.0,5352.5,5323.25,5347.5,211944.0,0,1
2017-02-28,5345.0,5350.0,5317.0,5332.25,153779.0,0,1
2017-03-01,5334.5,5400.0,5332.0,5386.0,168037.0,0,1
2017-03-02,5382.75,5393.75,5356.25,5364.75,241769.0,0,1
2017-03-03,5358.75,5373.5,5344.25,5372.0,206020.0,0,1
2017-03-05,,,,,,0,1
2017-03-06,5369.0,5374.5,5339.0,5361.0,176727.0,0,1
2017-03-07,5354.75,5374.25,5341.5,5349.75,166727.0,0,1
2017-03-08,5350.0,5377.25,5333.75,5363.0,180791.0,0,1
2017-03-09,5362.25,5372.0,5335.5,5366.75,221615.0,0,1
2017-03-10,5370.0,5395.25,5363.0,5382.0,249227.0,0,1
2017-03-12,,,,,,0,1
2017-03-13,5381.0,5396.5,5371.75,5395.5,159754.0,0,1
2017-03-14,5394.5,5396.75,5360.0,5381.5,85360.0,0,1
2017-03-15,5380.5,5427.25,5376.0,5415.25,92067.0,0,1
2017-03-16,5412.25,5440.0,5398.75,5413.0,63828.0,0,1
2017-03-17,5411.75,5423.0,5405.75,5417.25,35580.0,0,1
2017-03-19,,,,,,0,1
2017-03-20,5407.25,5428.0,5396.0,5418.5,143955.0,0,1
2017-03-21,5415.75,5441.0,5330.0,5338.25,144687.0,0,1
2017-03-22,5334.25,5376.25,5315.0,5365.75,414738.0,0,1
2017-03-23,5365.5,5378.5,5347.25,5354.5,335865.0,0,1
2017-03-24,5357.0,5395.0,5347.5,5378.75,269772.0,0,1
2017-03-26,,,,,,0,1
2017-03-27,5360.0,5385.75,5317.25,5379.0,294980.0,0,1
2017-03-28,5382.5,5424.75,5363.5,5405.0,276499.0,0,1
2017-03-29,5409.0,5437.5,5404.75,5436.0,245032.0,0,1
2017-03-30,5436.0,5451.0,5426.5,5437.5,173940.0,0,1
2017-03-31,5440.75,5452.75,5421.0,5438.5,163121.0,0,1
2017-04-02,,,,,,0,1
2017-04-03,5436.75,5455.0,5403.25,5434.5,166661.0,0,1
2017-04-04,5432.75,5448.0,5406.75,5444.0,264740.0,0,1
2017-04-05,5447.0,5481.25,5409.0,5416.25,195119.0,0,1
2017-04-06,5414.0,5437.25,5390.0,5422.75,301129.0,0,1
2017-04-07,5426.75,5436.0,5382.75,5421.25,287867.0,0,1
2017-04-09,,,,,,0,1
2017-04-10,5420.75,5443.75,5405.75,5422.25,243807.0,0,1
2017-04-11,5426.75,5429.25,5358.0,5401.75,197534.0,0,1
2017-04-12,5402.75,5412.75,5369.0,5372.75,332142.0,0,1
2017-04-13,5369.0,5399.5,5347.5,5359.0,251108.0,0,1
2017-04-16,,,,,,0,1
2017-04-17,5352.75,5399.5,5347.75,5395.25,278784.0,0,1
2017-04-18,5397.5,5405.25,5375.5,5389.25,148626.0,0,1
2017-04-19,5389.75,5430.75,5388.75,5397.75,246219.0,0,1
2017-04-20,5398.0,5454.75,5394.5,5442.75,213579.0,0,1
2017-04-21,5445.0,5454.75,5427.5,5442.0,231392.0,0,1
2017-04-23,,,,,,0,1
2017-04-24,5471.0,5512.75,5471.0,5504.0,193756.0,0,1
2017-04-25,5502.0,5557.25,5499.0,5548.25,212519.0,0,1
2017-04-26,5546.75,5562.5,5535.0,5536.25,172850.0,0,1
2017-04-27,5535.25,5599.0,5534.25,5591.0,221754.0,0,1
2017-04-28,5584.5,5597.75,5571.75,5580.5,194734.0,0,1
2017-04-30,,,,,,0,1
2017-05-01,5581.0,5637.25,5573.5,5630.75,185941.0,0,1
2017-05-02,5629.0,5641.75,5622.5,5639.75,166028.0,0,1
2017-05-03,5621.0,5631.0,5606.0,5613.25,169050.0,0,1
2017-05-04,5609.0,5634.0,5603.75,5625.75,206431.0,0,1
2017-05-05,5627.0,5649.5,5612.5,5648.25,223464.0,0,1
2017-05-07,,,,,,0,1
2017-05-08,5658.25,5660.5,5634.5,5655.5,166263.0,0,1
2017-05-09,5654.25,5687.75,5650.75,5676.25,164353.0,0,1
2017-05-10,5678.5,5679.75,5658.25,5675.5,194000.0,0,1
2017-05-11,5674.75,5676.25,5636.25,5670.75,174081.0,0,1
2017-05-12,5670.0,5689.75,5656.5,5689.0,238806.0,0,1
2017-05-14,,,,,,0,1
2017-05-15,5689.5,5706.5,5682.5,5701.25,186832.0,0,1
2017-05-16,5705.0,5727.25,5696.25,5724.25,180918.0,0,1
2017-05-17,5723.5,5724.0,5574.75,5578.75,183423.0,0,1
2017-05-18,5575.5,5648.5,5550.5,5630.5,506880.0,0,1
2017-05-19,5631.5,5676.5,5622.0,5653.25,522258.0,0,1
2017-05-21,,,,,,0,1
2017-05-22,5652.75,5704.25,5648.75,5702.0,292202.0,0,1
2017-05-23,5701.5,5718.5,5688.5,5711.5,198203.0,0,1
2017-05-24,5709.5,5734.5,5705.25,5731.25,219010.0,0,1
2017-05-25,5731.5,5795.5,5731.25,5782.0,191514.0,0,1
2017-05-26,5781.25,5796.5,5772.75,5792.25,239940.0,0,1
2017-05-28,,,,,,0,1
2017-05-30,5793.0,5803.5,5778.25,5792.0,163404.0,0,1
2017-05-31,5792.5,5819.25,5763.75,5793.25,197717.0,0,1
2017-06-01,5804.75,5824.0,5780.5,5822.0,332645.0,0,1
2017-06-02,5823.75,5886.75,5822.0,5886.0,266069.0,0,1
2017-06-04,,,,,,0,1
2017-06-05,5878.25,5891.25,5872.75,5880.75,298205.0,0,1
2017-06-06,5880.25,5893.25,5848.5,5863.25,177414.0,0,1
2017-06-07,5862.25,5884.75,5845.75,5879.75,257087.0,0,1
2017-06-08,5877.75,5897.75,5853.5,5885.0,274935.0,0,1
2017-06-09,5872.5,5898.75,5660.25,5740.5,266471.0,0,1
2017-06-11,,,,,,0,1
2017-06-12,5740.5,5746.5,5634.5,5711.0,425289.0,0,1
2017-06-13,5713.25,5760.25,5706.75,5751.25,260181.0,0,1
2017-06-14,5752.25,5780.0,5680.0,5725.25,144808.0,0,1
2017-06-15,5722.75,5724.5,5633.75,5702.5,120807.0,0,1
2017-06-16,5701.5,5720.0,5685.0,5702.0,64524.0,0,1
2017-06-18,,,,,,0,1
2017-06-19,5694.25,5782.5,5683.25,5766.0,356290.0,0,1
2017-06-20,5766.75,5784.0,5729.0,5732.75,271968.0,0,1
2017-06-21,5728.25,5796.5,5699.0,5796.0,301241.0,0,1
2017-06-22,5793.25,5814.5,5770.75,5785.75,319202.0,0,1
2017-06-23,5785.5,5815.5,5763.0,5812.25,233021.0,0,1
2017-06-25,,,,,,0,1
2017-06-26,5803.0,5852.0,5768.0,5778.25,213552.0,0,1
2017-06-27,5780.75,5784.0,5669.0,5676.5,311741.0,0,1
2017-06-28,5673.75,5768.75,5632.0,5763.5,418001.0,0,1
2017-06-29,5766.25,5776.0,5601.0,5653.0,396603.0,0,1
2017-06-30,5648.25,5686.5,5623.5,5652.75,604720.0,0,1
2017-07-02,,,,,,0,1
2017-07-03,,,,,,0,1
2017-07-05,5591.25,5667.75,5560.25,5651.5,232656.0,0,1
2017-07-06,5650.5,5652.75,5580.0,5596.75,392297.0,0,1
2017-07-07,5598.5,5676.5,5591.5,5655.75,370735.0,0,1
2017-07-09,,,,,,0,1
2017-07-10,5663.0,5711.5,5650.0,5694.0,266767.0,0,1
2017-07-11,5692.0,5722.5,5667.5,5720.0,241360.0,0,1
2017-07-12,5719.5,5790.0,5712.75,5785.75,283454.0,0,1
2017-07-13,5786.75,5812.0,5777.25,5797.5,262329.0,0,1
2017-07-14,5799.5,5847.75,5787.75,5843.25,240958.0,0,1
2017-07-16,,,,,,0,1
2017-07-17,5843.5,5863.75,5831.25,5855.0,230871.0,0,1
2017-07-18,5858.25,5898.5,5820.25,5882.75,217890.0,0,1
2017-07-19,5895.5,5925.0,5889.0,5918.25,246038.0,0,1
2017-07-20,5919.5,5938.5,5897.0,5925.25,233290.0,0,1
2017-07-21,5930.75,5931.25,5890.5,5918.75,265354.0,0,1
2017-07-23,,,,,,0,1
2017-07-24,5919.25,5954.75,5905.0,5934.0,254484.0,0,1
2017-07-25,5925.25,5946.25,5915.75,5933.75,195018.0,0,1
2017-07-26,5933.75,5958.0,5927.0,5948.0,237095.0,0,1
2017-07-27,5961.0,5995.75,5844.75,5909.5,190190.0,0,1
2017-07-28,5909.0,5918.25,5850.0,5910.25,539445.0,0,1
2017-07-30,,,,,,0,1
2017-07-31,5910.0,5933.5,5870.25,5882.5,338476.0,0,1
2017-08-01,5884.5,5931.25,5875.5,5889.25,280483.0,0,1
2017-08-02,5933.0,5947.5,5856.25,5910.75,229005.0,0,1
2017-08-03,5911.25,5924.5,5877.25,5890.0,389618.0,0,1
2017-08-04,5889.0,5912.0,5874.25,5898.0,289423.0,0,1
2017-08-06,,,,,,0,1
2017-08-07,5900.0,5937.75,5898.0,5934.0,256730.0,0,1
2017-08-08,5935.0,5972.75,5907.5,5918.0,165201.0,0,1
2017-08-09,5913.25,5924.5,5861.75,5922.5,305079.0,0,1
2017-08-10,5922.5,5923.0,5767.25,5789.75,377648.0,0,1
